transaction_id,timestamp,hour_of_day,day_of_week,is_weekend,amount,transfer_ratio,txn_type,merchant_category,sender_name,sender_upi_id,sender_bank,sender_age_group,sender_state,receiver_name,receiver_upi_id,receiver_bank,device_type,network_type,fraud_flag
18d7feb3-922d-477c-8c1d-d03ed3a8f348,2025-04-04 13:25:17.336327,13,Friday,0,4358.05,0.045,P2M,Healthcare,Emily Adams,emilyadams@upi,HDFC Bank,26-35,Bihar,"Hancock, Sweeney and Hall","hancock,sweeneyandhall@ybl",HDFC Bank,Android,4G,0
b2c1084c-99f3-4818-b78c-9ec47eb47252,2025-10-26 12:22:10.625187,12,Sunday,1,812.5,0.005,P2P,Peer,Sarah Garcia,sarahgarcia@ibl,ICICI Bank,60+,Uttar Pradesh,Adam Smith,adamsmith@ybl,Canara Bank,Android,WiFi,0
3bbfa27b-4953-46cf-940f-4d496c4931ff,2025-12-22 18:33:36.798062,18,Monday,0,7285.92,0.383,P2P,Peer,Cheyenne White,cheyennewhite@okaxis,Punjab National Bank,18-25,Uttar Pradesh,Donald Holland,donaldholland@okaxis,Yes Bank,iOS,4G,0
0c1971bd-44b1-4004-af64-9342b0d8bf76,2025-02-01 06:44:50.718865,6,Saturday,1,761.58,0.006,P2P,Peer,Willie Jackson,williejackson@oksbi,Axis Bank,18-25,Maharashtra,Ian Knight,ianknight@upi,ICICI Bank,Android,WiFi,0
80688768-5196-476f-93b1-741aafdccc1d,2025-08-30 18:15:11.928849,18,Saturday,1,1977.5,0.024,P2M,Recharge,Shannon Fernandez,shannonfernandez@upi,Axis Bank,60+,West Bengal,Brown-Fowler,brown-fowler@oksbi,Punjab National Bank,iOS,5G,0
845dab9c-9a57-4e47-bd84-42f408c9dc51,2025-03-13 10:11:33.944854,10,Thursday,0,4234.49,0.118,P2M,Bill Payment,Samantha Riley,samanthariley@upi,HDFC Bank,26-35,Gujarat,Williams PLC,williamsplc@oksbi,Axis Bank,Android,WiFi,0
64f60fc8-aa40-43e2-87a0-19da879cf6f5,2025-08-01 11:40:48.272782,11,Friday,0,1029.28,0.016,P2P,Peer,Angela Duncan,angeladuncan@ibl,Yes Bank,26-35,Gujarat,Jennifer Ware,jenniferware@okaxis,Bank of Baroda,Android,4G,0
a0ee6e28-2ad4-4db1-9df9-38bf1e053f54,2025-05-15 13:34:37.621983,13,Thursday,0,627.28,0.005,P2P,Peer,Thomas Weber,thomasweber@ybl,Punjab National Bank,46-60,Uttar Pradesh,Sarah Dodson,sarahdodson@oksbi,Kotak Mahindra Bank,Android,4G,0
bfc91743-a76e-43c4-ab1e-2a05b9b8bf75,2025-12-24 11:41:26.565134,11,Wednesday,0,4406.79,0.038,P2P,Peer,Daniel Kelly,danielkelly@okaxis,Axis Bank,46-60,Bihar,Jason Guzman MD,jasonguzmanmd@ibl,Axis Bank,iOS,4G,0
3f8d4894-1162-41ce-9505-3ce37b1ee0b4,2025-03-02 18:21:26.898300,18,Sunday,1,2639.77,0.031,P2M,Grocery,Shannon White,shannonwhite@ybl,HDFC Bank,26-35,Karnataka,Mcmillan-Brown,mcmillan-brown@ybl,Bank of Baroda,Android,5G,0
ec81fe3b-bacb-4420-bf79-add37186ba33,2025-12-09 12:13:03.019888,12,Tuesday,0,920.29,0.007,P2P,Peer,Thomas Weber,thomasweber@ybl,Punjab National Bank,46-60,Uttar Pradesh,Susan Rice,susanrice@okaxis,HDFC Bank,Android,5G,0
64e77097-242a-49a7-9199-833e5d9f19f4,2025-03-15 11:19:31.357781,11,Saturday,1,357.92,0.004,P2P,Peer,Diana Salazar,dianasalazar@upi,State Bank of India,26-35,West Bengal,Joseph Skinner,josephskinner@ybl,State Bank of India,Android,4G,0
36802140-67a3-471c-8d34-3d7d84234d40,2025-10-09 13:57:16.634319,13,Thursday,0,2000.42,0.039,P2M,Food Delivery,Stephen Garcia,stephengarcia@upi,Axis Bank,46-60,Rajasthan,Robinson Inc,robinsoninc@okaxis,HDFC Bank,Android,WiFi,0
a784d67c-1814-4112-a0d8-680e525963d6,2025-08-20 15:12:10.946011,15,Wednesday,0,4498.73,0.137,P2M,Travel,Donald Silva,donaldsilva@upi,HDFC Bank,36-45,Uttar Pradesh,Campbell-Brown,campbell-brown@ybl,HDFC Bank,Android,5G,0
35a8023b-821b-429c-acfc-36dd1ef7a36c,2025-03-25 13:16:13.156938,13,Tuesday,0,364.06,0.02,P2P,Peer,Jennifer Tucker,jennifertucker@upi,Canara Bank,60+,Odisha,Sally Allen,sallyallen@ybl,Canara Bank,Android,4G,0
1315cec6-5991-4732-971e-a382bffe2b54,2025-02-21 21:46:50.435452,21,Friday,0,2863.01,0.08,P2M,Food Delivery,Cynthia Dean,cynthiadean@ybl,HDFC Bank,18-25,Uttar Pradesh,Randolph-Lawson,randolph-lawson@ibl,Yes Bank,Android,WiFi,0
91a0dc41-c364-4f73-b281-88b12271f750,2025-01-29 16:34:06.504626,16,Wednesday,0,878.88,0.023,P2P,Peer,Jose Torres,josetorres@ybl,Axis Bank,60+,Delhi,Bethany Martinez,bethanymartinez@okaxis,State Bank of India,Android,5G,0
6a3810d3-f661-422b-bf2e-76212a157ff2,2025-01-11 13:12:30.166406,13,Saturday,1,4322.45,0.261,P2M,Grocery,Gabrielle Benitez,gabriellebenitez@okaxis,ICICI Bank,36-45,Gujarat,Roberts Ltd,robertsltd@okaxis,State Bank of India,Android,5G,0
7a999549-71d3-4a54-ba02-9c4e58bb780e,2025-12-17 17:54:51.038823,17,Wednesday,0,2156.36,0.811,P2P,Peer,Cindy Ray,cindyray@upi,Bank of Baroda,46-60,Tamil Nadu,Kevin Frank,kevinfrank@oksbi,Axis Bank,Android,WiFi,0
1bc1336b-b4fe-4e09-b5ec-11d21a8f86db,2025-09-03 20:16:46.527058,20,Wednesday,0,921.82,0.006,P2P,Peer,Timothy Kirby,timothykirby@ybl,Axis Bank,26-35,Rajasthan,Lisa Potter,lisapotter@okaxis,HDFC Bank,Android,5G,0
caa65fad-1721-42d3-99f6-3d24d62f2fca,2025-05-07 23:47:25.971326,23,Wednesday,0,2733.2,0.08,P2P,Peer,Joseph Jones,josephjones@okaxis,Kotak Mahindra Bank,46-60,Odisha,Morgan Hill,morganhill@ybl,State Bank of India,Android,WiFi,0
aebfd61d-1ab5-4dda-843e-3d92e2912b86,2025-09-05 08:48:54.337983,8,Friday,0,3262.02,0.04,P2M,Recharge,David Gilbert,davidgilbert@okaxis,State Bank of India,36-45,Karnataka,Buchanan LLC,buchananllc@ibl,Bank of Baroda,iOS,5G,0
927b6f03-3822-49a5-a416-351e5c335739,2025-10-01 20:52:10.858409,20,Wednesday,0,2233.86,0.462,P2P,Peer,Jennifer Pruitt,jenniferpruitt@okaxis,HDFC Bank,18-25,Karnataka,Jared Taylor,jaredtaylor@upi,State Bank of India,Android,4G,0
db161562-3a8f-4d6f-ae48-63d69412029f,2025-05-15 19:37:34.183200,19,Thursday,0,4699.81,0.15,P2P,Peer,Marc Young,marcyoung@ybl,Kotak Mahindra Bank,36-45,Gujarat,Anna Jones,annajones@upi,State Bank of India,Android,WiFi,0
89202f90-7064-4494-a6bd-9ee3fb7333a0,2025-08-15 21:11:59.368128,21,Friday,0,738.01,0.012,P2P,Peer,Mitchell Diaz,mitchelldiaz@oksbi,HDFC Bank,26-35,Karnataka,Cynthia Washington,cynthiawashington@upi,Axis Bank,Android,WiFi,0
f68195e1-49f2-4612-89c9-dafdc3e74e74,2025-01-04 12:26:18.696867,12,Saturday,1,382.75,0.003,P2P,Peer,Curtis Chavez,curtischavez@ybl,Axis Bank,26-35,Gujarat,Shawn Kelly,shawnkelly@ibl,State Bank of India,Android,5G,0
22861939-2a02-416a-a529-095b23656253,2025-12-21 17:28:26.633842,17,Sunday,1,1126.4,0.079,P2P,Peer,Jose Reese,josereese@ibl,State Bank of India,26-35,Tamil Nadu,Mark Parker,markparker@oksbi,State Bank of India,Android,4G,0
1e251f15-6f87-456f-830f-2719ebf0307c,2025-03-05 20:13:03.195545,20,Wednesday,0,5299.57,0.074,P2P,Peer,Adriana Lyons,adrianalyons@oksbi,Kotak Mahindra Bank,26-35,Bihar,Leslie Heath,leslieheath@oksbi,State Bank of India,Android,5G,0
7b1e914d-7b91-4c5d-b651-cf6bee59d89e,2025-10-22 04:36:29.226015,4,Wednesday,0,1432.92,0.055,P2P,Peer,Crystal Mckee,crystalmckee@oksbi,Bank of Baroda,46-60,West Bengal,Rebecca Fischer,rebeccafischer@oksbi,Canara Bank,Android,4G,0
b844309a-5277-49b6-9c07-777513858c8a,2025-02-04 17:16:13.198963,17,Tuesday,0,18173.01,0.182,P2P,Peer,Amanda Booth,amandabooth@okaxis,ICICI Bank,18-25,West Bengal,Jessica Turner,jessicaturner@upi,HDFC Bank,Android,WiFi,0
53ceb134-8e29-4e72-8ba2-3e61e813e1b7,2025-03-29 19:26:14.993179,19,Saturday,1,3519.73,0.054,P2M,Grocery,Hayden Kim,haydenkim@ibl,ICICI Bank,36-45,Gujarat,"Higgins, Reyes and Duran","higgins,reyesandduran@upi",Axis Bank,Android,5G,0
b4fabb34-6ec4-4677-9499-2cdf58ee8ae5,2025-05-01 20:05:43.200547,20,Thursday,0,5251.49,0.887,P2P,Peer,Travis Austin,travisaustin@ybl,Canara Bank,18-25,Bihar,Mary Cox,marycox@ibl,Punjab National Bank,iOS,WiFi,0
63087f26-85fd-46a9-a8d9-d71a5c968427,2025-11-10 14:57:07.892891,14,Monday,0,8477.75,0.106,P2M,Food Delivery,Mark Li,markli@oksbi,Punjab National Bank,60+,Maharashtra,"Rodriguez, Barnes and Clay","rodriguez,barnesandclay@ibl",Punjab National Bank,Android,4G,0
a6e5807c-7cc1-4e88-8c0a-6da6c963ef9a,2025-01-03 12:43:11.701093,12,Friday,0,1396.97,0.015,P2P,Peer,Stacey Yates,staceyyates@okaxis,ICICI Bank,36-45,Maharashtra,Jennifer Johnson,jenniferjohnson@ibl,Punjab National Bank,iOS,5G,0
928af9ba-06f3-45eb-b698-5c9ed55681f6,2025-03-27 21:43:05.558572,21,Thursday,0,429.73,0.023,P2M,Others,Jennifer Tucker,jennifertucker@upi,Canara Bank,60+,Odisha,"Huang, Roberts and Elliott","huang,robertsandelliott@ibl",Bank of Baroda,Android,5G,0
be76c051-2ba6-4b0e-bc1f-b689ffdef61d,2025-07-14 12:49:08.123671,12,Monday,0,641.78,0.01,P2P,Peer,Sarah Thompson,sarahthompson@ybl,HDFC Bank,26-35,Karnataka,Monica Smith,monicasmith@upi,Axis Bank,Android,5G,0
d665bd7b-8b5d-4cb4-8651-b351c2bafac3,2025-03-02 19:42:12.048212,19,Sunday,1,1550.91,0.012,P2P,Peer,Seth Johnson,sethjohnson@ibl,ICICI Bank,26-35,Tamil Nadu,Willie Jackson,williejackson@oksbi,HDFC Bank,iOS,WiFi,0
736713c9-dd3e-418c-8a71-9bb68f177268,2025-03-27 16:43:03.874269,16,Thursday,0,1615.0,0.018,P2P,Peer,Angel Ramirez,angelramirez@okaxis,Punjab National Bank,26-35,Maharashtra,Alicia Carlson,aliciacarlson@ibl,State Bank of India,iOS,WiFi,0
a4075d04-d524-4974-ad92-90d9a672f9e2,2025-01-13 22:03:22.987477,22,Monday,0,2398.29,0.054,P2M,Healthcare,Nicholas Martinez,nicholasmartinez@oksbi,Kotak Mahindra Bank,26-35,West Bengal,Webb Inc,webbinc@ybl,HDFC Bank,Android,5G,0
42787e72-c2e6-429c-8752-53589f9aa63c,2025-09-05 14:01:54.722120,14,Friday,0,3645.75,0.106,P2M,Food Delivery,Autumn Campbell,autumncampbell@ibl,HDFC Bank,60+,Maharashtra,French-Hill,french-hill@upi,ICICI Bank,Web,4G,0
0828dbd4-f815-4886-b48f-6777ed729789,2025-10-01 12:48:32.542457,12,Wednesday,0,1118.11,0.009,P2P,Peer,Eric Dixon,ericdixon@upi,State Bank of India,26-35,Maharashtra,Tommy Hartman,tommyhartman@upi,Axis Bank,Android,4G,0
29389380-46a8-4225-b4d8-d7f411287635,2025-02-07 18:34:23.547823,18,Friday,0,7062.33,0.063,P2P,Peer,Brenda Torres,brendatorres@upi,Punjab National Bank,26-35,Delhi,Gregory Thompson,gregorythompson@okaxis,Axis Bank,Android,5G,0
089120ba-410d-4ccd-b64a-d444ad082b30,2025-01-31 00:55:38.139843,0,Friday,0,510.53,0.004,P2P,Peer,Curtis Chavez,curtischavez@ybl,Axis Bank,26-35,Gujarat,Jessica Daniels,jessicadaniels@upi,Punjab National Bank,Android,WiFi,0
ecc6eb22-305b-4cf9-a9f3-bef2407a92cb,2025-07-03 18:39:58.205264,18,Thursday,0,1869.64,0.019,P2P,Peer,David Welch,davidwelch@okaxis,HDFC Bank,46-60,Gujarat,Jake Clark,jakeclark@okaxis,Bank of Baroda,Android,4G,0
be069523-0ef1-4abc-a6e5-f22ebfb10bf3,2025-10-14 12:11:36.127765,12,Tuesday,0,1291.9,0.011,P2P,Peer,Jennifer Steele,jennifersteele@oksbi,HDFC Bank,26-35,Rajasthan,Amanda Farmer,amandafarmer@oksbi,HDFC Bank,Android,5G,0
a414135a-b1b1-4f01-8a30-7e935ce4295d,2025-06-19 17:30:35.601089,17,Thursday,0,2846.44,0.044,P2P,Peer,Carolyn Lopez,carolynlopez@ybl,State Bank of India,36-45,Odisha,Christopher Herrera,christopherherrera@ibl,State Bank of India,iOS,5G,0
34aa6aff-321e-4073-b0dd-ef3b0c951031,2025-09-02 11:52:02.668544,11,Tuesday,0,7513.25,0.053,P2P,Peer,Colin Brady,colinbrady@ybl,ICICI Bank,26-35,Tamil Nadu,Holly Alexander,hollyalexander@okaxis,State Bank of India,Android,4G,0
1760140d-7e39-40cc-813a-67c71d4db1bc,2025-08-14 10:29:06.545439,10,Thursday,0,2207.27,0.023,P2P,Peer,Maurice Johnson,mauricejohnson@upi,State Bank of India,36-45,Maharashtra,Timothy Guerrero,timothyguerrero@ibl,ICICI Bank,Android,5G,0
d4fb6d91-c53d-47ad-bec3-706956cd32a7,2025-04-16 20:27:27.920226,20,Wednesday,0,328.63,0.004,P2M,Recharge,Travis Mclean,travismclean@ibl,Axis Bank,36-45,Gujarat,Hooper-Medina,hooper-medina@okaxis,Punjab National Bank,Android,4G,0
f1eb9df6-7c3f-4404-9267-9aca3086c687,2025-03-19 01:32:38.859930,1,Wednesday,0,1455.57,0.033,P2P,Peer,Denise Schmidt MD,deniseschmidtmd@okaxis,Kotak Mahindra Bank,36-45,Karnataka,Ryan Perez,ryanperez@upi,ICICI Bank,Android,5G,0
758957cc-6da7-46ee-8bf7-a16bf5cba45f,2025-07-31 12:17:06.825605,12,Thursday,0,1673.5,0.023,P2P,Peer,Heidi Huynh,heidihuynh@oksbi,Canara Bank,36-45,Uttar Pradesh,Amy Salas,amysalas@ibl,Axis Bank,Android,5G,0
6cabb3ad-71b3-440f-995b-72cf6aab15a4,2025-01-23 18:53:15.925487,18,Thursday,0,5179.06,0.181,P2P,Peer,Angela Scott,angelascott@upi,State Bank of India,26-35,Odisha,Aaron Roman,aaronroman@oksbi,HDFC Bank,Android,5G,0
6045ef74-4998-4871-aac1-f2aa3cfb1c52,2025-12-29 12:32:45.318944,12,Monday,0,515.01,0.032,P2M,Grocery,Jessica Turner,jessicaturner@upi,Yes Bank,26-35,Karnataka,"Burton, Webb and Arnold","burton,webbandarnold@upi",ICICI Bank,Android,5G,0
6ab8a5c7-ecdd-4dfd-98e8-9a92ba9b8780,2025-07-06 14:23:52.962632,14,Sunday,1,4504.65,0.196,P2P,Peer,Victoria Perez,victoriaperez@okaxis,ICICI Bank,36-45,Maharashtra,Kevin Frank,kevinfrank@oksbi,ICICI Bank,Android,4G,0
a2c8b79b-4359-48bf-bf8d-707e617d1bed,2025-07-02 12:32:45.886904,12,Wednesday,0,1766.79,0.206,P2P,Peer,Aimee Smith,aimeesmith@upi,State Bank of India,26-35,Rajasthan,Mrs. Sherri Kaufman,mrs.sherrikaufman@oksbi,State Bank of India,Android,WiFi,0
e18446d1-4dc4-471a-91cd-560d3cf6c4d9,2025-08-04 21:37:31.726063,21,Monday,0,206.29,0.007,P2P,Peer,Susan Harris,susanharris@upi,State Bank of India,18-25,Uttar Pradesh,Jordan Mitchell,jordanmitchell@upi,HDFC Bank,iOS,4G,0
f89af445-a29b-4512-8707-08c1d811615f,2025-11-16 10:07:33.392262,10,Sunday,1,655.71,0.009,P2M,Grocery,Julie Wilkerson,juliewilkerson@okaxis,HDFC Bank,26-35,Bihar,Watson-Wade,watson-wade@ibl,HDFC Bank,Android,WiFi,0
7177a1e6-e68e-4049-adf0-1fba52956748,2025-10-06 21:07:00.102041,21,Monday,0,249.41,0.01,P2P,Peer,Rita Krause,ritakrause@upi,State Bank of India,26-35,Uttar Pradesh,Sarah Turner,sarahturner@ybl,ICICI Bank,Android,5G,0
211b6b6b-0b54-4e9b-a019-c1cdde73f947,2025-07-02 16:57:01.066436,16,Wednesday,0,2834.35,0.04,P2M,Recharge,John Harris,johnharris@okaxis,ICICI Bank,36-45,Odisha,Cunningham PLC,cunninghamplc@upi,HDFC Bank,Android,5G,0
703b75ff-2f6b-43e5-91db-551172f0ae77,2025-07-17 09:15:16.050228,9,Thursday,0,2517.18,0.025,P2P,Peer,Dale Rodriguez,dalerodriguez@ibl,HDFC Bank,26-35,Rajasthan,Rebecca Carter,rebeccacarter@upi,Kotak Mahindra Bank,Android,5G,0
26c03fbd-f854-4e9b-a98f-1f95b9495ccd,2025-01-03 01:14:52.696493,1,Friday,0,209.06,0.001,P2P,Peer,Patricia Hicks,patriciahicks@ibl,State Bank of India,26-35,Maharashtra,Victoria Schmidt,victoriaschmidt@ybl,Axis Bank,Android,5G,0
d530e7e5-b2a1-4acb-9888-07416c52df27,2025-10-23 10:21:12.924182,10,Thursday,0,163.03,0.012,P2P,Peer,Tonya Johnson,tonyajohnson@oksbi,ICICI Bank,26-35,Uttar Pradesh,Mindy Simmons,mindysimmons@ibl,Axis Bank,Android,WiFi,0
ae11c78d-8193-4ee4-a38d-a3f7fdc62bfb,2025-11-25 01:06:58.340046,1,Tuesday,0,5304.71,0.564,P2P,Peer,Tiffany Hughes,tiffanyhughes@ibl,State Bank of India,60+,Tamil Nadu,Jake Bailey,jakebailey@okaxis,State Bank of India,Android,WiFi,0
3cfd8639-8bf0-49b0-a466-e0c99b82003e,2025-10-30 09:52:26.330993,9,Thursday,0,862.11,0.006,P2P,Peer,Alex Fuller,alexfuller@oksbi,HDFC Bank,36-45,Gujarat,Sara Calhoun,saracalhoun@okaxis,Punjab National Bank,Android,5G,0
7e2fe2ae-e22f-48c0-aedc-5ac82c461d50,2025-05-25 01:29:05.253908,1,Sunday,1,326.95,0.004,P2M,Bill Payment,Lori Clark,loriclark@ibl,Punjab National Bank,26-35,Uttar Pradesh,Clements Group,clementsgroup@ibl,HDFC Bank,Android,5G,0
4dc92c07-303b-4b66-84a6-3d1f1eac5e1b,2025-08-08 12:20:28.987236,12,Friday,0,4243.1,0.048,P2M,Recharge,Tami Sullivan,tamisullivan@ibl,HDFC Bank,36-45,Maharashtra,Roy Ltd,royltd@oksbi,ICICI Bank,iOS,5G,0
c12fb038-192f-4267-86ea-0c14453ac5a3,2025-02-22 23:18:45.737182,23,Saturday,1,3451.06,0.057,P2M,Grocery,Mia Richardson,miarichardson@ybl,Punjab National Bank,46-60,Gujarat,"Gray, Terry and Haynes","gray,terryandhaynes@okaxis",Kotak Mahindra Bank,Web,WiFi,0
5dcc6c4f-e636-4307-ac73-c908552c8a46,2025-01-10 19:29:38.164121,19,Friday,0,690.5,0.007,P2P,Peer,Jerry Richards,jerryrichards@ybl,Axis Bank,46-60,West Bengal,Frank Medina,frankmedina@okaxis,Punjab National Bank,Android,4G,0
16848dd4-35d6-4652-b226-cab776fdbcd2,2025-01-28 13:05:14.045167,13,Tuesday,0,3928.21,0.34,P2M,Bill Payment,James Mccarthy,jamesmccarthy@ibl,State Bank of India,36-45,Karnataka,Herring Inc,herringinc@ybl,Canara Bank,Android,WiFi,0
60712ff6-d4f3-4b65-bb79-771957122dba,2025-12-01 10:56:50.259025,10,Monday,0,4845.46,0.129,P2P,Peer,Brandon Sanchez,brandonsanchez@oksbi,Axis Bank,60+,Tamil Nadu,Alison Terrell,alisonterrell@ibl,State Bank of India,iOS,5G,0
452bb04d-9f35-40d0-b0af-0ccd67b28428,2025-11-11 17:37:43.119242,17,Tuesday,0,1008.99,0.007,P2P,Peer,Johnny Powell,johnnypowell@okaxis,ICICI Bank,18-25,Maharashtra,Sylvia Melendez,sylviamelendez@ibl,Punjab National Bank,Android,5G,0
3d16e2f6-90b0-451b-93bc-ab31f6898cf1,2025-02-18 21:23:50.386836,21,Tuesday,0,2127.09,0.035,P2M,Grocery,Carlos Warren,carloswarren@ibl,ICICI Bank,36-45,Maharashtra,Brooks Inc,brooksinc@ibl,Axis Bank,Android,4G,0
324701f3-1ff8-47b8-b473-3f5d6eaef94c,2025-07-27 14:09:35.157467,14,Sunday,1,4027.53,0.072,P2P,Peer,Mrs. Sherri Kaufman,mrs.sherrikaufman@oksbi,Bank of Baroda,46-60,Rajasthan,Tyler Hogan,tylerhogan@ibl,HDFC Bank,Android,5G,0
f376c9ee-127e-47aa-a313-799f9d15ec31,2025-07-13 05:40:26.985545,5,Sunday,1,982.88,0.007,P2P,Peer,Javier Yates,javieryates@okaxis,State Bank of India,26-35,Rajasthan,Michael James,michaeljames@oksbi,State Bank of India,Android,5G,0
2e3805c9-c168-41b6-abff-f8e2adb7a988,2025-06-14 17:53:42.010044,17,Saturday,1,980.01,0.011,P2P,Peer,Mrs. Andrea Mayo,mrs.andreamayo@upi,State Bank of India,26-35,Odisha,Mark Butler,markbutler@okaxis,Canara Bank,Android,5G,0
5563cf34-2cf1-4db1-8c31-04641f3c1efb,2025-03-25 12:39:46.554944,12,Tuesday,0,722.55,0.006,P2P,Peer,Blake Delgado,blakedelgado@upi,State Bank of India,46-60,Maharashtra,Shari Bradford,sharibradford@oksbi,State Bank of India,Android,WiFi,0
5e80a4d5-fca5-4d73-b2e1-3abbfe83aa40,2025-01-01 20:18:10.420390,20,Wednesday,0,1977.92,0.254,P2M,Bill Payment,Justin Jacobs,justinjacobs@oksbi,HDFC Bank,60+,West Bengal,Wilson PLC,wilsonplc@ibl,Bank of Baroda,Android,WiFi,0
51709a35-2374-4ae8-8717-8c80c8366f43,2025-10-30 02:46:14.093040,2,Thursday,0,3189.05,0.024,P2P,Peer,Mark Parker,markparker@oksbi,Canara Bank,18-25,Gujarat,Dustin Flores,dustinflores@ybl,Kotak Mahindra Bank,Android,5G,0
811b18cc-2a0d-4c00-acf6-fe438b565b41,2025-02-22 08:02:21.441055,8,Saturday,1,1265.17,0.008,P2M,Grocery,Erik Snyder,eriksnyder@upi,Axis Bank,46-60,Tamil Nadu,Jones-Mills,jones-mills@okaxis,Axis Bank,Android,4G,0
389808e9-8fdc-44b8-a389-bb2330154855,2025-08-01 10:35:25.281405,10,Friday,0,1522.53,0.022,P2M,Others,Erin George,eringeorge@ibl,Canara Bank,26-35,Karnataka,"Marquez, Thompson and Wolfe","marquez,thompsonandwolfe@ybl",Kotak Mahindra Bank,Android,5G,0
25314f93-1b18-42ab-a2fc-9b7cd83b229c,2025-08-09 19:42:45.696859,19,Saturday,1,2173.28,0.133,P2M,Healthcare,Jacob Williams,jacobwilliams@oksbi,State Bank of India,36-45,Uttar Pradesh,Salas-Carter,salas-carter@upi,ICICI Bank,iOS,5G,0
582fada4-ac63-4fb6-9420-74f9e7160121,2025-08-26 20:11:41.876365,20,Tuesday,0,1988.08,0.028,P2P,Peer,Matthew Keller,matthewkeller@oksbi,State Bank of India,26-35,Delhi,Jason Turner,jasonturner@ibl,Canara Bank,Android,5G,0
780dc6b7-7896-4f99-b17e-50c03689f8bb,2025-09-29 22:28:45.875298,22,Monday,0,2249.51,1.0,P2P,Peer,Devin Powers,devinpowers@upi,HDFC Bank,46-60,Odisha,Nancy Miller,nancymiller@ybl,Axis Bank,Android,5G,1
b3384418-1ce5-45a7-8063-5a61a2e1db5b,2025-11-28 16:02:41.840642,16,Friday,0,2340.01,0.02,P2P,Peer,David Hubbard,davidhubbard@ibl,HDFC Bank,46-60,Bihar,Brenda Logan,brendalogan@ybl,State Bank of India,Android,5G,0
12dd7a88-64ae-4196-a5be-df0c6d363e45,2025-10-29 12:56:05.821675,12,Wednesday,0,2211.33,0.016,P2M,Others,Raymond Chung,raymondchung@ibl,State Bank of India,46-60,Delhi,Davis-Baker,davis-baker@oksbi,Punjab National Bank,Android,4G,0
3fe7a81c-e99b-48ef-9d4f-06948593db11,2025-08-01 18:49:32.885889,18,Friday,0,1153.25,0.009,P2P,Peer,John Robinson,johnrobinson@oksbi,Yes Bank,60+,Uttar Pradesh,Lauren Clark,laurenclark@upi,State Bank of India,Android,4G,0
fd0b2976-7b45-471d-8296-1f3ca1f3fba5,2025-12-12 10:41:57.237371,10,Friday,0,2147.79,0.02,P2M,Healthcare,Colleen Best,colleenbest@oksbi,State Bank of India,26-35,Bihar,Rogers-Anderson,rogers-anderson@upi,Punjab National Bank,Android,5G,0
372d1372-a44e-4792-9a9b-723903ae4f3e,2025-06-12 21:45:53.052219,21,Thursday,0,667.04,0.006,P2P,Peer,Kerry Salazar,kerrysalazar@ibl,Axis Bank,26-35,Maharashtra,Thomas Ponce,thomasponce@upi,HDFC Bank,iOS,5G,0
9b634f01-9f74-4b36-8707-98789dc28395,2025-06-28 23:00:35.661235,23,Saturday,1,1441.31,0.036,P2P,Peer,Elizabeth Navarro,elizabethnavarro@ybl,Axis Bank,46-60,Gujarat,Anthony Hall,anthonyhall@oksbi,State Bank of India,Android,WiFi,0
afc53978-ef7c-45b7-9ccc-a449dc37cdb5,2025-05-23 09:43:02.142507,9,Friday,0,4065.99,0.09,P2P,Peer,Jessica Douglas,jessicadouglas@ibl,Kotak Mahindra Bank,26-35,Karnataka,Michael Jackson,michaeljackson@oksbi,Kotak Mahindra Bank,Android,5G,0
53344f7d-e73f-4d4f-b535-be2d455021d4,2025-07-19 10:17:58.861676,10,Saturday,1,2825.64,0.107,P2M,Grocery,Gregory Wagner,gregorywagner@ybl,Axis Bank,26-35,Uttar Pradesh,Hawkins Inc,hawkinsinc@ybl,State Bank of India,Android,WiFi,0
99a931cf-4703-4ff2-94c9-02d416e2f8bc,2025-07-17 17:36:41.096259,17,Thursday,0,2703.65,0.035,P2M,Grocery,Diane Larson,dianelarson@ybl,State Bank of India,26-35,Gujarat,Carter-Davis,carter-davis@upi,ICICI Bank,iOS,5G,0
1a92939c-3ea7-47dd-8153-15ac8597be3a,2025-06-24 03:55:56.546436,3,Tuesday,0,1041.67,0.026,P2M,Entertainment,Jonathan Johnson,jonathanjohnson@ibl,HDFC Bank,36-45,Rajasthan,Williams-Flores,williams-flores@ybl,ICICI Bank,Android,4G,0
264cf29e-2949-488e-96a4-47f7ce78b4a4,2025-02-07 17:48:16.482181,17,Friday,0,11510.17,0.434,P2P,Peer,Michelle Bennett,michellebennett@ybl,State Bank of India,60+,Uttar Pradesh,Debra Clark,debraclark@ybl,HDFC Bank,Android,5G,0
a94b2726-ddde-41a2-890a-5c220b1b7be9,2025-12-03 19:46:57.779236,19,Wednesday,0,301.64,0.009,P2P,Peer,Linda Guzman,lindaguzman@oksbi,State Bank of India,18-25,Gujarat,Susan Maldonado,susanmaldonado@ibl,Canara Bank,Android,4G,0
e9aced33-5e87-4ea0-b166-fbbe5464e9cf,2025-01-30 01:23:49.309621,1,Thursday,0,2316.09,1.0,P2P,Peer,Matthew Mccoy,matthewmccoy@oksbi,ICICI Bank,36-45,Rajasthan,Patrick Long,patricklong@upi,State Bank of India,iOS,4G,1
